114.119.138.117 - - [27/Apr/2025:02:01:37 -0400] "GET /index.php/Detail/occurrences/114 HTTP/1.1" 499 0 "https://35.239.124.218/index.php/Detail/occurrences/114" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
108.29.73.97 - - [01/May/2025:14:20:40 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:20:40 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:20:41 -0400] "GET /favicon.ico HTTP/2.0" 404 286 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:21:25 -0400] "GET / HTTP/2.0" 200 819 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:21:25 -0400] "GET /themes/default/css/error.css HTTP/2.0" 200 892 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:21:25 -0400] "GET /assets/fontawesome/css/v4-shims.min.css HTTP/2.0" 200 4228 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:21:25 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:21:25 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/2.0" 200 14062 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:21:25 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:21:26 -0400] "GET /favicon.ico HTTP/2.0" 404 286 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:22:04 -0400] "GET / HTTP/2.0" 200 819 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:14 -0400] "GET / HTTP/2.0" 200 999 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:29 -0400] "GET / HTTP/2.0" 200 998 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:29 -0400] "GET /themes/default/css/error.css HTTP/2.0" 200 892 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:29 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/2.0" 200 14062 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:29 -0400] "GET /assets/fontawesome/css/v4-shims.min.css HTTP/2.0" 200 4228 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:29 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:29 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:29 -0400] "GET /favicon.ico HTTP/2.0" 404 286 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:32 -0400] "GET / HTTP/2.0" 200 999 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:32 -0400] "GET /themes/default/css/error.css HTTP/2.0" 200 892 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:32 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/2.0" 200 14062 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:32 -0400] "GET /assets/fontawesome/css/v4-shims.min.css HTTP/2.0" 200 4228 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:32 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:32 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:32 -0400] "GET /favicon.ico HTTP/2.0" 404 286 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:25:59 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
154.81.156.54 - - [01/May/2025:14:28:34 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
185.218.86.4 - - [01/May/2025:14:31:53 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
108.29.73.97 - - [01/May/2025:14:32:07 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:31 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:31 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:32 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:33 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:33 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:33 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /themes/default/css/error.css HTTP/2.0" 200 892 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/2.0" 200 14062 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /assets/fontawesome/css/v4-shims.min.css HTTP/2.0" 200 4228 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /favicon.ico HTTP/2.0" 404 286 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /themes/default/css/error.css HTTP/2.0" 200 892 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/2.0" 200 14062 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /assets/fontawesome/css/v4-shims.min.css HTTP/2.0" 200 4228 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:34 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /favicon.ico HTTP/2.0" 404 286 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /themes/default/css/error.css HTTP/2.0" 200 892 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/2.0" 200 14062 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/css/v4-shims.min.css HTTP/2.0" 200 4228 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /favicon.ico HTTP/2.0" 404 286 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /themes/default/css/error.css HTTP/2.0" 200 892 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/2.0" 200 14062 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/css/v4-shims.min.css HTTP/2.0" 200 4228 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET / HTTP/2.0" 200 829 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/2.0" 200 14062 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /themes/default/css/error.css HTTP/2.0" 200 892 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/css/v4-shims.min.css HTTP/2.0" 200 4228 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/css/all.min.css HTTP/2.0" 200 12868 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /assets/fontawesome/webfonts/fa-solid-900.woff2 HTTP/2.0" 200 80300 "https://archive.meredithmonk.org/assets/fontawesome/css/all.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
108.29.73.97 - - [01/May/2025:14:33:35 -0400] "GET /favicon.ico HTTP/2.0" 404 286 "https://archive.meredithmonk.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
66.249.73.100 - - [01/May/2025:14:37:33 -0400] "GET /robots.txt HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.97 - - [01/May/2025:14:37:33 -0400] "GET /robots.txt HTTP/1.1" 404 276 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.99 - - [01/May/2025:14:37:33 -0400] "GET /index.php/Detail/objects/2173/view/pdf/export_format/_pdf_ca_objects_summary HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.95 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.97 - - [01/May/2025:14:37:34 -0400] "GET /index.php/Detail/objects/2173/view/pdf/export_format/_pdf_ca_objects_summary HTTP/1.1" 200 829 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.95 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.97 - - [01/May/2025:14:37:37 -0400] "GET /index.php/Detail/objects/2173/view/pdf/assets/fontawesome/css/all.min.css HTTP/1.1" 200 829 "https://35.239.124.218/index.php/Detail/objects/2173/view/pdf/export_format/_pdf_ca_objects_summary" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.165 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.97 - - [01/May/2025:14:37:37 -0400] "GET /themes/default/graphics/logos/logo.svg HTTP/1.1" 200 14062 "https://35.239.124.218/index.php/Detail/objects/2173/view/pdf/export_format/_pdf_ca_objects_summary" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.165 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.97 - - [01/May/2025:14:37:37 -0400] "GET /index.php/Detail/objects/2173/view/pdf/assets/fontawesome/css/v4-shims.min.css HTTP/1.1" 200 829 "https://35.239.124.218/index.php/Detail/objects/2173/view/pdf/export_format/_pdf_ca_objects_summary" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.165 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.97 - - [01/May/2025:14:37:38 -0400] "GET /themes/default/css/error.css HTTP/1.1" 200 892 "https://35.239.124.218/index.php/Detail/objects/2173/view/pdf/export_format/_pdf_ca_objects_summary" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.165 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
162.216.149.27 - - [01/May/2025:14:41:15 -0400] "\x00\x00\x001\xFFSMBr\x00\x00\x00\x00\x18Eh\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xB5}\x00\x00\x01\x00\x00\x0E\x00\x02NT LM 0.12\x00\x02\x00" 400 150 "-" "-"
162.216.149.27 - - [01/May/2025:14:41:15 -0400] "\x00\x00\x00f\xFESMB@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x001234567890123456$\x00\x01\x00\x01\x00\x00\x00\x00\x00\x00\x001234567890123456\x00\x00\x00\x00\x00\x00\x00\x00\x02\x02" 400 150 "-" "-"
162.216.149.27 - - [01/May/2025:14:41:15 -0400] "\x00\x00\x00f\xFESMB@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x001234567890123456$\x00\x01\x00\x01\x00\x00\x00\x00\x00\x00\x001234567890123456\x00\x00\x00\x00\x00\x00\x00\x00\x10\x02" 400 150 "-" "-"
162.216.149.27 - - [01/May/2025:14:41:15 -0400] "\x00\x00\x00f\xFESMB@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x001234567890123456$\x00\x01\x00\x01\x00\x00\x00\x00\x00\x00\x001234567890123456\x00\x00\x00\x00\x00\x00\x00\x00\x00\x03" 400 150 "-" "-"
162.216.149.27 - - [01/May/2025:14:41:15 -0400] "\x00\x00\x00f\xFESMB@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x001234567890123456$\x00\x01\x00\x01\x00\x00\x00\x00\x00\x00\x001234567890123456\x00\x00\x00\x00\x00\x00\x00\x00\x02\x03" 400 150 "-" "-"
